Labels,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63
0,-25.6463090875952,7.09358858457205,-9.7467467061051,2.15671750833484,-1.71168662083652,10.6109304923407,-6.45629674574606,2.74669619276251,-1.72230707703174,2.66843517975362,-4.37700422025111,3.48598277296989,-3.70022388259715,0.508294357598902,-1.57557778229744,2.29342554965222,-1.80585610819864,0.983466768172466,-2.78694893511774,-6.60883975909059,6.72332027098444,0.096097379043983,-2.16088555763446,3.30614876342101,-1.04812930303437,3.25941187983122,-2.01112637129645,3.79224679375461,-0.586007808022709,2.34489206230328,-1.07191366998583,1.50739384517562,-3.15006400349269,1.81628313982918,-5.08387854023647,2.93563349819759,-3.89285699269982,1.61097037688996,-0.16780135318892,-1.84692429148383,3.17864678137716,-2.74300450006885,0.924378651492213,0.856265441931255,-0.980179331522968,-0.764966026198638,-0.887209600828119,2.03644273973659,-0.693026152879142,-0.405554963316323,-3.93261901077815,-1.46282093149802,0.019961609207572,2.3082765719044,-0.171817328782455,-0.258628957114976,-0.885385863691621,-0.939033800031001,-0.134402031446367,1.1520182707651,1.76307466422345,-0.246482993370614,0.731151231410354
0,-14.1801012583374,4.9237272565785,-6.25218914749352,-1.79975110030652,-4.46110691137385,5.00037723635277,-1.35220398464338,5.71168200517018,0.386184471737743,3.98200614199275,-0.340678163594233,0.94142244097352,3.15409554492553,3.59685110065268,-0.285251936473444,-2.07323200751834,0.370211350052622,-0.706100223559726,-0.852791569045326,3.31127998030951,-0.962943417833966,-0.436544194954924,-0.516280245454641,-3.57130269890521,-2.19718793121325,0.922347714478177,0.547860914443893,0.411679514871118,-2.93020981307254,0.324535378984439,2.62493488945422,3.29612468684694,-2.40142032702695,-6.58695956973168,-3.89292339888987,-0.95171443626203,-0.54778209251143,-0.674112672934588,-1.83266558002521,1.50151954445852,-1.61660400003507,2.96551066360293,1.7506668288474,2.50307573364645,0.951197585422692,0.630368628922123,0.025057122726934,0.070746933808131,-0.138338489418599,-0.397587759707441,-1.74678971943876,0.173667767309566,-0.391799155326969,1.50687498687903,-0.460048911019558,-0.751849797413421,-1.08416710552058,-0.836559507053586,0.022892080060646,-0.10612300507089,1.2329141033867,-0.263348502098942,-0.173956282351071
0,-5.09529812162325,-9.07108197431483,-7.9871138083317,-6.34822676379658,-2.81451532272921,-8.4065714302619,-1.22121810976072,-1.03854758040598,-1.80312870089887,-5.87101111184032,-0.137396055677388,0.285303985107294,-0.113646791423782,-2.80936891185503,-0.865966548358,-0.430682949672701,0.733251445730454,-1.44011846196778,-1.11883159387665,1.91267274721054,0.642721233988801,-0.514897426878042,0.654446732585591,-2.09734393358207,-2.06184734617092,-0.073764638891217,-0.078064012713392,2.03329357964084,0.393206606350626,0.650518356670302,0.984089017294757,-0.324582752157954,1.51937094828082,0.188482114735507,0.478440054855175,-0.651530015748297,0.959065684031371,1.17300631131288,0.963036498967151,0.582730949760514,-1.22111941817716,0.633371668596004,-0.762375857305457,0.500211249941303,0.773038922180408,1.08969447769958,-0.35666308612288,-0.642449184006248,0.816277021951989,-0.784164349032968,-0.630003207293364,-0.391076100143073,0.294757048239074,0.09996172768773,-0.458902142707819,0.351993724855849,1.13284536131774,-0.497431432228121,0.233949131806818,0.60176377553909,0.279813817626125,1.06702657749768,-0.44534836966158
0,-7.03851205430195,-9.51771076944318,-7.40039814281365,-8.23724090905459,0.254137982387798,-7.51524632608737,-3.87565598933353,-1.33889987597763,-1.18657646230149,-6.54440581767949,-1.17158394345452,0.486621698489623,0.28165369405458,-0.571798170447909,-0.974049616665817,-0.102053515354671,0.377287874345654,0.53834342197974,-2.80261473592028,3.87922323027816,1.61571250584737,0.101733339677693,2.87237334743699,-0.030453439396411,-1.61621713813694,-0.805780971821808,-0.197032153345668,2.19928909736364,1.38289907840531,-1.13233344483688,0.720976555493639,2.20044339569837,1.60399018573735,1.30777756143627,0.379827544238716,0.045968523440104,0.472530245455553,1.09206409785982,0.607253135543045,-1.28755141918031,-2.00924139226647,0.602929377584707,-0.384218013630825,0.533901625877269,-0.022800035197582,0.845649328127899,-1.10565664901469,0.358208894240671,0.503878252194041,1.0666320110532,-1.27644469210264,0.034040905108669,-0.854837693590486,-0.353299352813055,0.30234651718495,-1.07390846072815,0.150125130377361,0.16660173768574,0.358509335547347,0.412657364213874,0.924856601485355,1.07186923973191,-0.392664224999474
0,-10.9736013178944,-2.81331143399681,-5.13359944514942,-9.54970014534124,-0.42535023514411,-7.33203217200996,-1.88963642340015,-0.851240644190655,-1.53585596307091,-1.5764637414577,-2.11870391454341,0.533852048797737,-1.18685950061908,-1.93920670304493,1.00478977132529,-1.19723876179714,-1.57470563735993,0.300163790091182,-0.750937913414653,-0.646570942854808,0.873154233527293,0.228785713801211,-1.3665061954976,0.214021891612621,1.07853690663385,-0.12991987444418,-0.557601168686242,1.47010088535139,-1.58901531936442,-1.15426356698553,-0.76855653382545,-1.481165290911,0.078481081134913,0.231872946228275,2.01494576188115,-0.389965319358915,1.59138237969738,1.50173232714749,2.0422633624779,-5.7093423317464,-1.9118316467177,-1.0228574736514,0.527841166379509,-1.72913888977234,-0.681161578724855,1.29267394578513,1.64040094493995,0.196014079986163,-1.6246161462341,-1.2030132599888,-0.316449814845632,0.367503235829466,0.195098798977353,-0.245953946368757,1.45799498472557,-0.399464585998054,-0.410227492855877,-0.532407376987575,0.328331105576991,0.838762491987035,1.63850492731501,-0.164427050165447,0.196051076164392
0,-10.4277307528753,-0.653642380112337,-6.90768810367383,-4.78908550578038,-3.6774803102172,-5.60132747616813,0.765028836377081,3.28565568911644,0.011025844823804,-0.236356515502064,0.289965810700031,1.19546757674376,2.14045434899048,-0.069802524950334,0.983424530474781,-2.67812288829287,-0.22838207015583,-2.41122656408053,-0.773634686076468,3.24552737983628,-0.682600676472867,-2.55565788671136,1.43339963818685,-3.43345833852909,-2.3799540078528,-1.30360463850322,0.457966471894521,1.04763204716757,-0.708741086989897,0.471853967059923,1.25740790911719,0.621769876984686,-1.18853875868415,-5.38979461190868,1.31471196378488,-1.04457533407022,1.5092957927651,-1.50168715735955,0.023423294123506,-1.53654972683333,-3.74456427151349,2.55294145498445,1.45164473411822,1.02521997857915,0.385094032283301,0.798725906510701,1.71708370319202,-0.494117498982349,-0.052838444235611,0.179860696579232,0.408512867656635,0.254568066921692,0.382597677591916,0.619204993231042,-0.001205610472393,-0.821507089851853,-1.16085272288308,-0.801862873353844,0.297050451977875,0.418555619571189,1.36005006650073,-0.13741615085246,-0.226263223642821
0,-4.71089425488356,-9.07258471410175,-11.1069050114065,-8.27034448701324,-4.16907693316351,2.23672620273083,-5.32157908526551,-1.08780899273977,-4.48224800782885,-3.3966637733518,-0.271063731553987,1.04396948325315,-1.00735890293161,-0.015743041854475,-2.07889008144029,-0.284145594936794,0.537914661198505,-2.09622017912034,-0.497233742733934,-0.386167726808668,-0.439663423682466,-0.913561588214211,-0.962553387808892,1.18582967382686,1.51516362615947,-0.407488547624417,-0.062847654600382,2.5504740850779,1.77938116569849,1.80392866167905,-0.691513418158855,-1.21095061055489,0.927318619400118,2.6629792555862,-0.143854164392244,1.10250411220649,0.487107252555048,0.842099873383346,0.24515868240571,-3.14772131603193,1.14652449480612,-0.708418075820972,0.190116543996073,-1.71042703861327,-0.093829499275813,0.542391900313944,0.014605363131423,0.093610047920518,-0.873618740897638,-0.38118293243514,0.645418729912239,0.272433667354599,-1.25402282596487,0.098779349713651,1.08458348111719,-0.14151679616912,0.254819267626951,-0.40623367697906,-0.145451681594764,0.687387298236031,-0.452953608616676,-0.16462413327143,-0.00254348763298
0,-19.2322654705387,-0.254581351326385,-8.48571816639671,-5.05640978614904,-2.82282673481339,-0.350470716237266,-2.75341328834915,-0.09498954538856,-2.54915827088817,-0.7324921538503,-0.810030095829378,0.950460769606436,-5.40435191684128,-4.72120678736419,-0.496206950261865,0.873624996809532,1.23994765793394,-8.11068229188049,0.192402150764417,-0.885075447055872,4.34939655507375,0.440876557262606,0.209676535094773,-4.78878695957043,-3.05388347719702,1.72770845284469,0.10002371165364,1.51469826747491,1.53325292511691,1.44917063304844,-0.289460800472035,-1.75006503567207,1.19875788444782,0.408614965822298,1.26000025825529,1.25054823911856,-1.06610934352223,0.008550798673179,2.08501871925942,1.19590826173523,1.27333499868707,0.124997583019029,0.76735621453309,-0.145329983386573,1.06897906792181,-0.155705636847833,-0.181108714685299,0.067761233602302,1.60031757419626,0.735274776860765,0.81235612636069,-1.38213061079375,0.742537105434547,-0.186529817570459,-0.578725298253216,-0.120428221528604,-0.644848909291253,-1.3924429718189,-0.558354770003107,-1.15680206899433,-0.541989515714857,-1.5315886258114,-0.224607955768401
0,-10.8710733757204,-7.66159757546729,-2.90902707106066,-4.86375858272058,-1.28717036841683,-7.81998776780402,-1.07250686420451,-8.56923011403364,1.47344235664812,-1.77459003093609,4.95524157885549,2.65205047147428,-0.860987402375591,-0.064625505192249,-0.748765860674061,0.042462936585402,-0.380231343889413,-0.553320145967906,1.7506431975108,-0.466205894213781,-0.138149419228679,0.613945698853269,-0.739521983929216,-1.46221594786102,-0.205587458797421,-0.147054982254693,1.10596315022764,1.08472818710455,0.447902950673068,0.192659850002027,0.146129558007599,-1.38942896033856,1.59721380112493,-0.263264912678938,-0.473280854780596,-0.902298765153827,-1.13476728963742,2.56299077614824,-0.890204118875262,0.243221693637087,1.08672869315828,-0.236396797625393,-0.382284205188589,-0.323888713358428,-0.505375759648392,-0.765258615727132,3.85511477345524,2.28608293829652,2.39074341366412,-1.44229502836207,-1.42786536494623,-2.99578663690707,-1.63885252898899,4.50337359787731,-3.26786891957478,-1.7980869050671,2.32788607188988,4.66523374415854,0.7729596004946,-2.95675119182982,-4.50582935692389,-3.02815920963118,4.78368926465096
0,-14.3924821155727,4.1713945906012,-6.96896276164721,-8.14327096902126,-3.38357461690527,4.12680784865245,-2.30274199736735,1.88889374563305,-2.01421608437627,9.06323878230392,-3.13181603810928,0.604668023536539,-1.72787818574079,-0.322974719115026,1.40784349536011,-1.49325674800411,0.511373576936828,-4.37485977838511,-1.10673095266943,0.364516055248672,-1.10391561693363,1.79396409775332,0.27487868836933,-3.71849328784908,0.208765236160686,0.104786479107757,1.39325299389919,1.11924375107457,-0.445638012572076,-0.526312489632174,0.708462152425163,0.635840898721731,0.156356173414675,-3.50018650486693,-1.51017586964702,-0.370711133241333,-0.847231876719594,-0.274676499365197,-0.163681877225972,-0.720347622290191,-0.202604938967133,1.20633120811652,0.973617711920073,0.848545522609998,-0.189820644586365,1.17730923330652,-0.368645180113856,0.373050547425982,-0.218010846154344,0.144531481198834,-0.746253792675105,0.190874510088458,-0.482431744097842,0.110901462184115,0.159493544181159,-1.21485120797056,-0.975374760581316,-0.897512738799017,-1.14265510173704,-0.725840684608879,-0.466683844630678,-1.80585508736154,0.321565481893176
